player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Cody Zeller,zelleco01,2019,RS,CHA,2606,1243,0.023388635,0.708547501,0.731936136,2.18856193,-0.537798806,1.650763124,0.464301593,0.551003528,1.015305121,2.395151564,2.395151564,0,0.277616709,0.640044641,0.91766135,0.310520809
Cody Zeller,zelleco01,2020,RS,CHA,2724,1341,-0.4072625622,-0.7788379772,-1.186100539,-0.3638630989,-3.326727067,-3.690590166,-0.3581740417,-1.293406683,-1.651580725,0.7507589528,0.7507589528,0,-0.3310852094,-1.206128536,-1.537213746,-0.1026550733
Cody Zeller,zelleco01,2021,RS,CHA,40,19,-8.426593599,16.90744515,8.480851547,4.707640458,-20.85499011,-16.14734965,-6.880814501,12.02216473,5.141350229,0.07688501273,0.07688501273,0,-1.713847609,14.76257965,13.04873204,0.5172493076
Cole Aldrich,aldrico01,2014,RS,NYK,658,330,-0.341282182,4.967333834,4.626051652,-0.985708833,-1.767608882,-2.753317715,-0.508187124,3.896700735,3.388513611,1.02873738,1.02873738,0,-1.130115764,1.73834343,0.608227665,-0.443568112
Cole Aldrich,aldrico01,2015,RS,NYK,1915,976,-1.873628032,1.653066949,-0.220561084,-6.127859893,-0.102463994,-6.230323887,-2.78804587,1.459642861,-1.328403009,0.709716538,0.709716538,0,-2.373581826,0.637865935,-1.735715892,0.247213254
Cole Aldrich,aldrico01,2016,PO,LAC,158,77,0.557763534,7.49854279,8.056306324,1.282492639,0.894618282,2.177110921,0.864059233,6.494298191,7.358357424,0.409910486,0,0.409910486,-2.136316976,7.901646207,5.765329231,0.080370893
Cole Aldrich,aldrico01,2016,RS,LAC,1612,800,-1.285978947,2.547031218,1.261052272,-2.101452053,2.100183593,-0.00126846,-1.556803436,2.530277166,0.973473729,1.526349689,1.526349689,0,-0.701967609,3.754476883,3.052509274,0.422826985
Cole Aldrich,aldrico01,2017,RS,MIN,1088,531,-2.353657181,-0.172464348,-2.526121529,-0.245050692,-0.458163166,-0.703213857,-2.040379858,-0.173788867,-2.214168724,0.144464506,0.144464506,0,-2.449468257,0.793979844,-1.655488413,-0.473588409
Cole Aldrich,aldrico01,2018,RS,MIN,111,49,-7.043763084,-6.793773229,-13.83753631,-1.175560325,5.165456131,3.989895805,-6.294758546,-4.680285043,-10.97504359,-0.205863423,-0.205863423,0,-5.229497475,-4.050028846,-9.279526322,0.115286953
Cole Anthony,anthoco01,2021,RS,ORL,773,368,-3.031350155,-2.770829145,-5.802179301,-2.377007962,4.725360899,2.348352936,-2.995711807,-1.78421898,-4.779930787,-0.3779362483,-0.3779362483,0,-3.08464173,-2.894946764,-5.979588494,-0.8540605204
Collin Sexton,sextoco01,2019,RS,CLE,5348,2605,-2.837322529,-5.072542927,-7.909865456,-2.316572813,-6.108303599,-8.424876411,-2.839530954,-5.508370226,-8.34790118,-7.382977773,-7.382977773,0,-2.453223831,-4.693736234,-7.146960066,-0.781203554
Collin Sexton,sextoco01,2020,RS,CLE,4481,2143,0.9092573633,-3.678206718,-2.768949355,2.471945805,-7.50941966,-5.037473855,1.33834644,-4.646789028,-3.308442588,-0.6120204151,-0.6120204151,0,1.337006676,-4.378025442,-3.041018766,0.2412072893
Collin Sexton,sextoco01,2021,RS,CLE,703,337,2.40463459,-0.9907306263,1.413903964,-0.6854325964,-0.811117791,-1.496550387,2.193755029,-1.035196033,1.158558996,0.6708151684,0.6708151684,0,3.461650433,-0.2673410358,3.194309397,-0.1840410885
Corey Brewer,breweco01,2014,RS,MIN,5482,2609,-0.523602357,0.743202722,0.219600365,3.5821474,0.421454523,4.003601923,0.274498658,0.701841833,0.976340491,5.035779191,5.035779191,0,0.148957078,1.332685938,1.481643016,1.461942611
Corey Brewer,breweco01,2015,PO,HOU,929,428,-0.166187546,-0.892889727,-1.059077273,-2.890527796,-5.053244437,-7.943772233,-0.79977808,-1.834888667,-2.634666746,0.026195196,0,0.026195196,-1.875505335,-1.472637697,-3.348143031,0.819427986
Corey Brewer,breweco01,2015,RS,HOU,3009,1407,-0.086023702,0.584482398,0.498458696,-0.153634456,2.370213418,2.216578962,-0.125235483,0.958258033,0.83302255,2.628634964,2.628634964,0,-0.086932723,1.138691905,1.051759182,2.108617274
Corey Brewer,breweco01,2015,RS,MIN,1403,680,-0.904452857,1.197923173,0.293470316,-2.291379018,-1.963305662,-4.25468468,-1.207970683,0.680794129,-0.527176554,0.783444155,0.783444155,0,-1.200433408,0.674342168,-0.52609124,1.525339706
Corey Brewer,breweco01,2016,PO,HOU,168,77,-2.907568487,-1.348085323,-4.255653809,-5.083947214,14.11803979,9.034092581,-3.410504116,1.779595014,-1.630909102,0.046393675,0,0.046393675,-5.007542407,0.697504213,-4.310038194,2.20441313
Corey Brewer,breweco01,2016,RS,HOU,3564,1669,-1.222658897,0.539919669,-0.682739228,-3.868858609,1.407306249,-2.46155236,-1.875519448,0.776240407,-1.099279041,1.427668658,1.427668658,0,-1.822965381,0.967246821,-0.85571856,1.532099876
Corey Brewer,breweco01,2017,RS,HOU,1923,923,-2.447133756,-1.16023145,-3.607365206,2.029284791,2.549530716,4.578815507,-1.750100673,-0.472182226,-2.222282899,0.247592922,0.247592922,0,-1.512202521,-0.324936629,-1.837139149,-0.36186198
Corey Brewer,breweco01,2017,RS,LAL,763,358,-2.145643483,3.177224065,1.031580582,-1.692596657,0.03118353,-1.661413127,-2.147511883,2.769961523,0.62244964,0.620620628,0.620620628,0,-2.36383007,1.805265452,-0.558564618,0.738456518
